iter;T;current;best;delta;accepted;evals;move
83;0.424796;8359;8359;0;1;167;None
84;0.403556;8359;8359;0;1;169;None
85;0.383378;8359;8359;0;1;171;None
86;0.364210;8359;8359;0;1;173;None
87;0.345999;8359;8359;0;1;175;None
88;0.328699;8359;8359;0;1;177;None
89;0.312264;8359;8359;0;1;179;None
90;0.296651;8359;8359;0;1;181;None
91;0.281818;8359;8359;0;1;183;None
92;0.267727;8359;8359;0;1;185;None
93;0.254341;8359;8359;0;1;187;None
94;0.241624;8359;8359;0;1;189;None
95;0.229543;8359;8359;0;1;191;None
96;0.218066;8359;8359;0;1;193;None
97;0.207162;8359;8359;0;1;195;None
98;0.196804;8359;8359;0;1;197;None
99;0.186964;8359;8359;0;1;199;None
100;0.177616;8359;8359;0;1;201;None
101;0.168735;8359;8359;0;1;203;None
102;0.160298;8359;8359;0;1;205;None
103;0.152283;8359;8359;0;1;207;None
104;0.144669;8359;8359;0;1;209;None
105;0.137436;8359;8359;0;1;211;None
106;0.130564;8359;8359;0;1;213;None
107;0.124036;8359;8359;0;1;215;None
108;0.117834;8359;8359;0;1;217;None
109;0.111942;8359;8359;0;1;219;None
110;0.106345;8359;8359;0;1;221;None
111;0.101028;8359;8359;0;1;223;None
112;0.095977;8359;8359;0;1;225;None
113;0.091178;8359;8359;0;1;227;None
114;0.086619;8359;8359;0;1;229;None
115;0.082288;8359;8359;0;1;231;None
116;0.078173;8359;8359;0;1;233;None
117;0.074265;8359;8359;0;1;235;None
118;0.070552;8359;8359;0;1;237;None
119;0.067024;8359;8359;0;1;239;None
120;0.063673;8359;8359;0;1;241;None
121;0.060489;8359;8359;0;1;243;None
122;0.057465;8359;8359;0;1;245;None
123;0.054591;8359;8359;0;1;247;None
124;0.051862;8359;8359;0;1;249;None
125;0.049269;8359;8359;0;1;251;None
126;0.046805;8359;8359;0;1;253;None
127;0.044465;8359;8359;0;1;255;None
128;0.042242;8359;8359;0;1;257;None
129;0.040130;8359;8359;0;1;259;None
130;0.038123;8359;8359;0;1;261;None
131;0.036217;8359;8359;0;1;263;None
132;0.034406;8359;8359;0;1;265;None
133;0.032686;8359;8359;0;1;267;None
134;0.031052;8359;8359;0;1;269;None
135;0.029499;8359;8359;0;1;271;None
136;0.028024;8359;8359;0;1;273;None
137;0.026623;8359;8359;0;1;275;None
138;0.025292;8359;8359;0;1;277;None
139;0.024027;8359;8359;0;1;279;None
140;0.022826;8359;8359;0;1;281;None
141;0.021685;8359;8359;0;1;283;None
142;0.020600;8359;8359;0;1;285;None
143;0.019570;8359;8359;0;1;287;None
144;0.018592;8359;8359;0;1;289;None
145;0.017662;8359;8359;0;1;291;None
146;0.016779;8359;8359;0;1;293;None
147;0.015940;8359;8359;0;1;295;None
148;0.015143;8359;8359;0;1;297;None
149;0.014386;8359;8359;0;1;299;None
150;0.013667;8359;8359;0;1;301;None
151;0.012983;8359;8359;0;1;303;None
152;0.012334;8359;8359;0;1;305;None
153;0.011717;8359;8359;0;1;307;None
154;0.011132;8359;8359;0;1;309;None
155;0.010575;8359;8359;0;1;311;None
156;0.010046;8359;8359;0;1;313;None
157;0.009544;8359;8359;0;1;315;None
158;0.009067;8359;8359;0;1;317;None
159;0.008613;8359;8359;0;1;319;None
160;0.008183;8359;8359;0;1;321;None
161;0.007774;8359;8359;0;1;323;None
162;0.007385;8359;8359;0;1;325;None
163;0.007016;8359;8359;0;1;327;None
164;0.006665;8359;8359;0;1;329;None
165;0.006332;8359;8359;0;1;331;None
166;0.006015;8359;8359;0;1;333;None
167;0.005714;8359;8359;0;1;335;None
168;0.005429;8359;8359;0;1;337;None
169;0.005157;8359;8359;0;1;339;None
170;0.004899;8359;8359;0;1;341;None
171;0.004654;8359;8359;0;1;343;None
172;0.004422;8359;8359;0;1;345;None
173;0.004201;8359;8359;0;1;347;None
174;0.003991;8359;8359;0;1;349;None
175;0.003791;8359;8359;0;1;351;None
176;0.003601;8359;8359;0;1;353;None
177;0.003421;8359;8359;0;1;355;None
178;0.003250;8359;8359;0;1;357;None
179;0.003088;8359;8359;0;1;359;None
180;0.002933;8359;8359;0;1;361;None
181;0.002787;8359;8359;0;1;363;None
182;0.002647;8359;8359;0;1;365;None
183;0.002515;8359;8359;0;1;367;None
184;0.002389;8359;8359;0;1;369;None
185;0.002270;8359;8359;0;1;371;None
186;0.002156;8359;8359;0;1;373;None
187;0.002048;8359;8359;0;1;375;None
188;0.001946;8359;8359;0;1;377;None
189;0.001849;8359;8359;0;1;379;None
190;0.001756;8359;8359;0;1;381;None
191;0.001669;8359;8359;0;1;383;None
192;0.001585;8359;8359;0;1;385;None
193;0.001506;8359;8359;0;1;387;None
194;0.001431;8359;8359;0;1;389;None
195;0.001359;8359;8359;0;1;391;None
196;0.001291;8359;8359;0;1;393;None
197;0.001227;8359;8359;0;1;395;None
198;0.001165;8359;8359;0;1;397;None
199;0.001107;8359;8359;0;1;399;None
200;0.001052;8359;8359;0;1;401;None
201;0.000999;8359;8359;0;1;403;None
